"","symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensgene"
"362","AP5S1",87.8522374973013,-0.521082089264334,0.0813169802364269,1.82840686599784e-11,4.00652818687664e-10,"ENSG00000125843"
"363","GTF2E1",216.142065557052,-0.520337838076188,0.0708745107740658,2.66464508112377e-14,8.74445569205783e-13,"ENSG00000153767"
"364","MED11",90.5173418305272,-0.520167048006435,0.0916279581909831,1.67772846749242e-09,2.71604570787757e-08,"ENSG00000161920"
"365","FAM222B",162.762705253105,-0.520126304937433,0.128455812133468,5.30603364888258e-06,4.5680731531133e-05,"ENSG00000173065"
"366","ZNF543",73.143392715954,-0.519440132638267,0.114989357945055,7.02267162824755e-07,7.13220589451242e-06,"ENSG00000178229"
"367","BCL9L",562.128202562824,-0.517946869579501,0.14359046569979,2.91078242406154e-05,0.000213824559648305,"ENSG00000186174"
"368","PHAX",116.009988967139,-0.51789623105816,0.118453191152455,1.36367947112997e-06,1.30994718944772e-05,"ENSG00000164902"
"369","RNF111",1227.53807637884,-0.517579321887945,0.056118891818834,3.77517060108528e-21,2.94234508666404e-19,"ENSG00000157450"
"370","FLNB",1000.13841770502,-0.517200390555402,0.131562955323806,8.64912480347608e-06,7.08739115716144e-05,"ENSG00000136068"
"371","RXRA",5009.20102279651,-0.516098759068462,0.063086832239519,3.71663841999646e-17,1.76613284364543e-15,"ENSG00000186350"
"372","CLK2",209.701703775513,-0.515451280531027,0.0770879907313466,2.98345863305852e-12,7.50460205792325e-11,"ENSG00000176444"
"373","ZNF846",62.7955063650668,-0.515434295389361,0.0958425405152753,9.41161227866976e-09,1.327301811144e-07,"ENSG00000196605"
"374","MTERF4",84.3444542303681,-0.515434025639188,0.0958977477031895,9.57314762201562e-09,1.3491581196616e-07,"ENSG00000122085"
"375","DOK1",265.431184748469,-0.514804313375165,0.094720459590977,6.90017945578505e-09,9.99845721705868e-08,"ENSG00000115325"
"376","ZNF276",135.457093778578,-0.514791195468278,0.0950902852405732,7.76410196437235e-09,1.1124941644772e-07,"ENSG00000158805"
"377","LACC1",296.183595957543,-0.514544088835116,0.140553027132602,2.4412440354099e-05,0.000182326814056603,"ENSG00000179630"
"378","USP37",256.54550688303,-0.514262365663107,0.114588664859731,8.30365095853779e-07,8.32225631382726e-06,"ENSG00000135913"
"379","CYTH4",3057.76158408826,-0.514039857521265,0.0843243741969015,1.41670431150359e-10,2.75520868747616e-09,"ENSG00000100055"
"380","MBP",6177.74688944876,-0.513581193241525,0.0924008712369081,3.48711534411722e-09,5.28746391455829e-08,"ENSG00000197971"
"381","FRMD8",747.832362896981,-0.513516638012015,0.0703957287965412,4.00477571036409e-14,1.2835243772033e-12,"ENSG00000126391"
"382","SMARCD1",431.878189299322,-0.513257657426631,0.0646357198026243,2.70991675776016e-16,1.152050562142e-14,"ENSG00000066117"
"383","RRP8",162.350699781095,-0.513090148247168,0.07460693786513,8.14903326283419e-13,2.21498690113707e-11,"ENSG00000132275"
"384","KIAA0232",1691.00567415736,-0.512298322707944,0.0944540281602317,7.47968317018595e-09,1.07548540118621e-07,"ENSG00000170871"
"385","ZBTB49",192.950569886365,-0.511878700864918,0.0871280849109996,5.55812216494169e-10,9.79143164947263e-09,"ENSG00000168826"
"386","FOXJ2",482.636705195078,-0.51074182057534,0.086718993108172,5.13635912270562e-10,9.11869933639265e-09,"ENSG00000065970"
"387","ATG9A",153.786534844714,-0.510715022834326,0.0925477723667397,4.46163570893242e-09,6.66201860282971e-08,"ENSG00000198925"
"388","CTIF",955.05635240197,-0.510194107146561,0.0920632964762989,3.92515117656973e-09,5.90811343153612e-08,"ENSG00000134030"
"389","ELL",1194.09085244563,-0.508971509842742,0.077258057928936,6.12676414292505e-12,1.46246286548522e-10,"ENSG00000105656"
"390","SSBP3",1664.74345709378,-0.508380447062616,0.0985584222193959,3.2276024625823e-08,4.16178159848005e-07,"ENSG00000157216"
"391","TEX22",65.6029241886062,-0.508138139424846,0.111372975983686,6.13576754964117e-07,6.29987789927229e-06,"ENSG00000226174"
"392","BLCAP",513.082051115471,-0.507253766854308,0.0578076520305864,2.44390858273283e-19,1.54725732302494e-17,"ENSG00000166619"
"393","C3orf62",99.973010232518,-0.507234828563696,0.160324653300339,0.00013518545252824,0.00086010385628357,"ENSG00000188315"
"394","FADD",144.693203716975,-0.507160438654652,0.0991028380690128,4.02758516301732e-08,5.11553038976817e-07,"ENSG00000168040"
"395","SH3BP5L",429.162322126132,-0.505570328789995,0.082756405947061,1.39493715610029e-10,2.71544247151557e-09,"ENSG00000175137"
"396","ZNF646",869.521657838073,-0.504837187873587,0.126870488616967,7.67610222009204e-06,6.38155471840864e-05,"ENSG00000167395"
"397","PPP1R18",6705.16042417935,-0.504600199514064,0.0892613535301222,2.1673106562342e-09,3.44892374808003e-08,"ENSG00000146112"
"398","SWAP70",2272.35571928417,-0.504595737550314,0.0979970267676404,3.4766982078342e-08,4.45433015718534e-07,"ENSG00000133789"
"399","MINDY2",140.436488134756,-0.504144785147279,0.127729241455757,8.75137499767016e-06,7.15977303984338e-05,"ENSG00000128923"
"400","NTSR1",855.398685539964,-0.503275797592528,0.178600860638729,0.000382878678344049,0.00216253408882985,"ENSG00000101188"
"401","ISCA2",76.4996268152113,-0.502957195850815,0.107456309524787,3.65042576999891e-07,3.90187847498688e-06,"ENSG00000165898"
"402","PLA2G15",76.1514636787061,-0.502335458842545,0.133747652593675,1.83735023651184e-05,0.000140906889550755,"ENSG00000103066"
"403","SPSB2",69.0049461318753,-0.502162323557313,0.116302355158985,1.90797144237822e-06,1.78366289860855e-05,"ENSG00000111671"
"404","STX6",679.424962558059,-0.501606081139803,0.108099139890048,4.45473042079905e-07,4.70054016094161e-06,"ENSG00000135823"
"405","NCKAP5L",910.739012323514,-0.501394702799121,0.108311689808811,4.69829956252122e-07,4.93981664785062e-06,"ENSG00000167566"
"406","FOXO1",102.113667999294,-0.501347645020453,0.124255004195702,6.26654082127617e-06,5.31712758509602e-05,"ENSG00000150907"
"407","ZNF529",89.8090628081071,-0.500829761144515,0.129648638837235,1.23553219140118e-05,9.84979092222808e-05,"ENSG00000186020"
"408","TLE3",3865.65836657087,-0.500685489465484,0.118918930083891,3.04965961848662e-06,2.73419591764622e-05,"ENSG00000140332"
"409","RFWD3",324.107158000995,-0.500415926961002,0.100877486706749,9.43268895277713e-08,1.12253908555432e-06,"ENSG00000168411"
"410","TMEM92",58.1184688807121,-0.500333727506854,0.165049840520908,0.000209063021816411,0.00126594489019849,"ENSG00000167105"
"411","METTL14",183.086540661606,-0.499955988182676,0.0691234017534935,7.08191019892044e-14,2.18404070188913e-12,"ENSG00000145388"
"412","MIOS",813.507811888877,-0.498912954258342,0.0741491362162317,2.56162365874523e-12,6.52326341613141e-11,"ENSG00000164654"
"413","DNAJC5",3039.68770553104,-0.498191450765481,0.0798816994091252,6.62340867684356e-11,1.34401634057922e-09,"ENSG00000101152"
"414","LMO2",1228.02316081522,-0.497848394501016,0.104815783642082,2.71183443858774e-07,2.96801624512667e-06,"ENSG00000135363"
"415","MERTK",808.925483319862,-0.497214195583346,0.181110941350477,0.000480850850098696,0.00265753077937974,"ENSG00000153208"
"416","APC",406.157869173905,-0.496707106296041,0.0864704277935478,1.35300966524317e-09,2.2200579642778e-08,"ENSG00000134982"
"417","ZNF668",203.790797359259,-0.496455964392526,0.101085592571466,1.24077657988714e-07,1.44157080224493e-06,"ENSG00000167394"
"418","ANKRD40",439.761967850216,-0.495105967353588,0.0610889879558446,8.33657835931432e-17,3.80147130555636e-15,"ENSG00000154945"
"419","ACTR8",201.74048147299,-0.495001058578115,0.0705364167048623,3.50132893963994e-13,1.00759922044799e-11,"ENSG00000113812"
"420","PRAG1",67.5878506040774,-0.494917423864603,0.155790359714198,0.000137563240178036,0.000873881207132838,"ENSG00000275342"
"421","KLF3",2114.73416115428,-0.494911730693329,0.0589176872621653,7.06619108229928e-18,3.68085943568076e-16,"ENSG00000109787"
"422","ANKRD50",433.686829964972,-0.494497594630502,0.0784074411072012,4.35325383755099e-11,9.08443721718552e-10,"ENSG00000151458"
"423","RBBP5",372.255138865324,-0.494140406310119,0.0796152479470938,8.26383204330777e-11,1.6556631754927e-09,"ENSG00000117222"
"424","PPP1R9B",2028.02484893875,-0.493806521281239,0.130203712898823,1.67642815987895e-05,0.000129641259443452,"ENSG00000108819"
"425","ESS2",202.319695392423,-0.493550233625087,0.0840347903841138,6.45742234748575e-10,1.1240940966317e-08,"ENSG00000100056"
"426","LINC01353",378.803839249908,-0.493478434982789,0.129707158688652,1.6053570877697e-05,0.000124742550747543,"ENSG00000231507"
"427","TMIGD3",101.697093669705,-0.492470759108144,0.210656481613998,0.00141440778401178,0.00688336200658147,"ENSG00000121933"
"428","PEX11G",116.313345858423,-0.492307615148186,0.143647590620111,6.19258466845149e-05,0.000426291810431776,"ENSG00000104883"
"429","ATXN2",597.767424259211,-0.491083541404289,0.0628260472615236,8.81524073760511e-16,3.48142789667875e-14,"ENSG00000204842"
"430","DNASE2",892.343505835076,-0.491076548562824,0.124822103986895,9.89126255960983e-06,8.0253398433175e-05,"ENSG00000105612"
"431","FBXO46",402.059282765871,-0.490990112223156,0.0848812693623622,1.11433251493449e-09,1.85206024453085e-08,"ENSG00000177051"
"432","TMEM161B",142.083905802491,-0.490468188997735,0.0940596356236399,2.71700068355612e-08,3.55177929255723e-07,"ENSG00000164180"
"433","SLC16A3",2838.88026705009,-0.490447022509068,0.0985152296619347,9.21926892156999e-08,1.10352342833173e-06,"ENSG00000141526"
"434","TNKS1BP1",256.792903459508,-0.48981140045646,0.143991362864,6.82783339780445e-05,0.000463814790337485,"ENSG00000149115"
"435","CYP1B1",6397.02858746312,-0.488455696176147,0.161561565699529,0.000226088336335707,0.00135983443684405,"ENSG00000138061"
"436","METTL13",176.470484597136,-0.487929071516919,0.0703484215187802,6.61320329865122e-13,1.8094849876735e-11,"ENSG00000010165"
"437","TWF1",125.577534510003,-0.487705179048137,0.131907823243058,2.46152294222729e-05,0.000183708001665828,"ENSG00000151239"
"438","WDR91",237.211511049078,-0.486900330631702,0.0971706746605432,8.00913989275797e-08,9.70530403023487e-07,"ENSG00000105875"
"439","HAVCR2",3144.44266144373,-0.486578050793159,0.111968416012799,1.85418400043954e-06,1.74208630105224e-05,"ENSG00000135077"
"440","RNF113A",123.175665510063,-0.486212309010817,0.0785390654230521,9.69765623033304e-11,1.93164544622781e-09,"ENSG00000125352"
"441","CPTP",90.4622767969463,-0.485206729891273,0.0923205880135486,2.26118301851035e-08,3.00168398637864e-07,"ENSG00000224051"
"442","PLEKHG3",181.664714604657,-0.4844628802974,0.190561359831454,0.000872690205929341,0.00449248778513938,"ENSG00000126822"
"443","RBM38",304.120662043965,-0.484233239912378,0.116461267021618,4.17506175491333e-06,3.65713370238811e-05,"ENSG00000132819"
"444","KANSL2",309.671787157933,-0.483421077194152,0.0739027798029343,1.02216344527338e-11,2.34732534039565e-10,"ENSG00000139620"
"445","NRBF2",578.411270281929,-0.483063803974653,0.0520499404998422,2.96218372153892e-21,2.31748639750513e-19,"ENSG00000148572"
"446","UBXN7",1304.61536782803,-0.482997527805421,0.0711893332295382,1.97172980215271e-12,5.09677291571534e-11,"ENSG00000163960"
"447","NEK6",2133.46815828041,-0.482346071546732,0.0918937549426843,2.38904749045358e-08,3.15513743026783e-07,"ENSG00000119408"
"448","GPR65",146.021711468174,-0.482007303775344,0.156805346389944,0.000200141441871969,0.00121873640365719,"ENSG00000140030"
"449","ZNF641",711.026753141423,-0.481533148664007,0.0649182673611926,2.07749676702881e-14,6.96198265120273e-13,"ENSG00000167528"
"450","ZNF202",82.3654287406511,-0.480481557558723,0.104983848320698,6.82652683226849e-07,6.95015418608394e-06,"ENSG00000166261"
"451","GPANK1",246.223285126215,-0.479882191725759,0.0716072161334265,3.56817108492937e-12,8.87771320961387e-11,"ENSG00000204438"
"452","KCNC4",52.4794501080902,-0.47968123543907,0.118583300188606,6.78261807251781e-06,5.70605164992648e-05,"ENSG00000116396"
"453","CTDSP2",2774.94871844764,-0.478081915015765,0.0823275176989935,1.06910014634985e-09,1.7840879652307e-08,"ENSG00000175215"
"454","GTPBP10",99.0697008027534,-0.478050903758572,0.0861724361021433,4.78082258332739e-09,7.10767380596419e-08,"ENSG00000105793"
"455","PWWP2B",258.877610378727,-0.478038619409674,0.0827518349555774,1.27835803372731e-09,2.10765183509401e-08,"ENSG00000171813"
"456","CCDC92",251.513504810312,-0.477867340689118,0.105345045998707,8.34667023893571e-07,8.36129926174982e-06,"ENSG00000119242"
"457","MNT",605.71222482305,-0.476552212342198,0.080710042290504,6.04925255700065e-10,1.06202577314714e-08,"ENSG00000070444"
"458","SLC22A18AS",87.0619295534163,-0.475916712265537,0.186672082930098,0.000888316624989625,0.00456493578316347,"ENSG00000254827"
"459","MRM3",74.5357108057362,-0.475527031885782,0.0950654480858718,9.00259882283029e-08,1.08010188558925e-06,"ENSG00000171861"
"460","POLR3F",66.9426841482628,-0.473999050278244,0.100076504209931,3.35677154539184e-07,3.6048502775565e-06,"ENSG00000132664"
"461","GFPT1",475.748307042522,-0.472258090350061,0.0706532448093174,4.2495463734372e-12,1.0434208374683e-10,"ENSG00000198380"
"462","ZNF436",79.4182311985136,-0.472144495143372,0.104679816401571,9.70165302688798e-07,9.58795449957959e-06,"ENSG00000125945"
"463","APPBP2",503.121063555034,-0.472074387508347,0.0736765060346462,2.68215144704052e-11,5.77279792618261e-10,"ENSG00000062725"
"464","LHFPL2",15067.0504329281,-0.472025047819547,0.0905139628231742,3.06044187974813e-08,3.97046986870728e-07,"ENSG00000145685"
"465","ZNF766",58.3616764038142,-0.471996072682788,0.111623090093181,3.32554389874548e-06,2.96218143985225e-05,"ENSG00000196214"
"466","RGS19",1416.56249290106,-0.471338167224505,0.102036745364904,5.91635738819721e-07,6.09284132229959e-06,"ENSG00000171700"
"467","MKRN2",141.605450800842,-0.471057930215891,0.0775952318096414,2.28493468849524e-10,4.28967300643048e-09,"ENSG00000075975"
"468","SMAD5",212.806156593941,-0.470787193183889,0.0842902854173213,4.05532638470111e-09,6.09068581690584e-08,"ENSG00000113658"
"469","SLC22A4",426.524020973739,-0.470640911016058,0.0963950561709069,1.68656570687751e-07,1.90989411033086e-06,"ENSG00000197208"
"470","ABCF3",379.647091554756,-0.469675047241126,0.0538945421775789,5.68111661745677e-19,3.37845825204597e-17,"ENSG00000161204"
"471","TXNDC9",63.9640329113889,-0.468163445267264,0.107997519019439,2.15541089253151e-06,1.99503978968639e-05,"ENSG00000115514"
"472","ZNF175",50.1648505947599,-0.46801562797219,0.133314322977011,5.24654849642853e-05,0.000367562076481149,"ENSG00000105497"
"473","LPAR1",654.14447670153,-0.468005463785042,0.146106903760142,0.000143505757616714,0.000905759039485127,"ENSG00000198121"
"474","SAP30L",296.986311035022,-0.467995507241535,0.0618168109753733,7.18977850980593e-15,2.55063590720288e-13,"ENSG00000164576"
"475","MED31",51.3494629892266,-0.467586741813122,0.135560334994314,6.47431244790634e-05,0.00044287052170253,"ENSG00000108590"
"476","CAMKK1",86.4422056468078,-0.46712135705676,0.126485608857952,2.77062090965725e-05,0.000204624617776148,"ENSG00000004660"
"477","POLR2D",213.960662553367,-0.467119654784695,0.0800351444234443,9.68245677461935e-10,1.63032921926815e-08,"ENSG00000144231"
"478","SLC10A3",330.009688784539,-0.466677445040014,0.0676631176564889,1.01879504526656e-12,2.74022573220977e-11,"ENSG00000126903"
"479","PELI3",64.282047646643,-0.466646014351845,0.0932762907364534,9.47123060641158e-08,1.12582346018212e-06,"ENSG00000174516"
"480","ZMIZ1",15677.6448398632,-0.466600123557476,0.0981915950390034,3.25453230202077e-07,3.51893098509613e-06,"ENSG00000108175"
"481","CAMSAP2",292.084669150071,-0.466566648856446,0.14901063552962,0.000180445010388413,0.00111329431296911,"ENSG00000118200"
"482","ASB6",168.714390690714,-0.46626979037711,0.0615327677738099,6.9061236884989e-15,2.45848444661857e-13,"ENSG00000148331"
"483","DYRK2",97.5927999776206,-0.466009222559994,0.0974517736916603,2.8276430621598e-07,3.08655616164456e-06,"ENSG00000127334"
"484","SLA2",52.105781419707,-0.465947641504947,0.107862199721205,2.32822212487784e-06,2.14534251865143e-05,"ENSG00000101082"
"485","KCTD9",187.350970598313,-0.465542040094808,0.0677475442705897,1.22620918959098e-12,3.24897182735389e-11,"ENSG00000104756"
"486","SNX20",1358.84057813618,-0.465068971708789,0.12328411643069,2.09356078619223e-05,0.000158780341823411,"ENSG00000167208"
"487","LINC01503",189.096266783875,-0.464745982514296,0.113295088501415,5.82855143140468e-06,4.97627693994119e-05,"ENSG00000233901"
"488","ZNF84",60.7794215063946,-0.464662089977779,0.123317868767328,2.13158492756507e-05,0.000161426173977103,"ENSG00000198040"
"489","HECTD3",326.758030612319,-0.464232700395261,0.0855819062248885,1.03890307364682e-08,1.45418160839163e-07,"ENSG00000126107"
"490","SMIM12",749.204974848719,-0.463914845808955,0.0768912388018954,3.01692424354145e-10,5.53264110829847e-09,"ENSG00000163866"
"491","SIPA1L2",1432.36953097343,-0.46378004269661,0.121790588061959,1.84475383525383e-05,0.000141264067414153,"ENSG00000116991"
"492","CD300LB",1163.81026148284,-0.46324430929675,0.115923436557754,8.9774042773039e-06,7.32721421696966e-05,"ENSG00000178789"
"493","MADD",1011.20496862746,-0.462934834487776,0.0765865860074348,2.83491004783591e-10,5.24560334031221e-09,"ENSG00000110514"
"494","BEST1",315.175001075403,-0.462042409560159,0.106901706160081,2.35363608774961e-06,2.16391493036354e-05,"ENSG00000167995"
"495","MIRLET7BHG",164.413732768305,-0.461617928694651,0.123959202621565,2.54273544181536e-05,0.000189151570682548,"ENSG00000197182"
"496","RNF4",316.161365980135,-0.460975884151836,0.0813061517293276,2.66905535801021e-09,4.15419690214963e-08,"ENSG00000063978"
"497","UBIAD1",198.3226153552,-0.460923518127094,0.0668698301915313,1.09277231317e-12,2.92011469036181e-11,"ENSG00000120942"
"498","FIZ1",99.2174550378504,-0.460635982862772,0.0993528768448377,5.8051927961708e-07,5.9873507255143e-06,"ENSG00000179943"
"499","JPT2",96.9608811314933,-0.459693169387397,0.0876522207109858,2.82332829891741e-08,3.6837541584353e-07,"ENSG00000206053"
"500","RIN1",201.113356516233,-0.459022780203389,0.140582403032221,0.000122906357329994,0.000789794256221725,"ENSG00000174791"
"501","CAMSAP1",1357.74653356157,-0.45807933596953,0.0554467904026495,3.03437797192871e-17,1.4621864438034e-15,"ENSG00000130559"
"502","NOL11",162.125530040373,-0.458000819209777,0.0749432744224392,1.93977738845727e-10,3.70937356365212e-09,"ENSG00000130935"
"503","ARHGAP27P1-BPTFP1-KPNA2P3",138.30043748896,-0.457854209643331,0.12140092245948,2.17421899313375e-05,0.000164292067582519,"ENSG00000215769"
"504","UBE2Q2",547.446204247284,-0.457257398816268,0.091021985153093,9.00817379284621e-08,1.08014093217718e-06,"ENSG00000140367"
"505","PLCD3",108.882260445427,-0.457252331435532,0.122705187551814,2.57202869760018e-05,0.000191192422260915,"ENSG00000161714"
"506","CREBZF",243.265749822693,-0.455844308769799,0.0988768643728623,6.7243853679395e-07,6.85973987757676e-06,"ENSG00000137504"
"507","ZNF75D",137.134497999684,-0.455251827664355,0.0746563852660056,2.14434757063061e-10,4.06280806752261e-09,"ENSG00000186376"
"508","PES1",470.082242773135,-0.454384700748788,0.071344011294325,3.88249449066052e-11,8.16832378730377e-10,"ENSG00000100029"
"509","KCNK13",143.815907440601,-0.453954748760288,0.138003918680346,0.000116318647691023,0.000750508778579646,"ENSG00000152315"
"510","OTULIN",861.152502939024,-0.453440579827055,0.057068948503498,4.19391288059589e-16,1.73281026970163e-14,"ENSG00000154124"
"511","APEX2",184.181058138686,-0.453316849299739,0.0673473702201611,3.52122949069445e-12,8.78215975763988e-11,"ENSG00000169188"
"512","BCL3",2847.4881963067,-0.452885160751758,0.108875058670288,4.88555003244385e-06,4.22196881426143e-05,"ENSG00000069399"
"513","TOM1L2",535.686219679356,-0.452814743017537,0.0872108322983912,3.87272079182638e-08,4.92795936998266e-07,"ENSG00000175662"
"514","QTRT2",445.819983642651,-0.452727751802035,0.0593036859104895,4.92000353690846e-15,1.79048898948452e-13,"ENSG00000151576"
"515","GLTPD2",59.839666470706,-0.452014253242351,0.182791809203774,0.00119625268379199,0.00593969479288224,"ENSG00000182327"
"516","ZNF701",78.2657993277676,-0.451604739522888,0.105444277139179,2.93541459033165e-06,2.64212994797306e-05,"ENSG00000167562"
"517","ZSCAN25",115.863364173747,-0.45100066236758,0.0733792440306048,1.6323832680204e-10,3.15675922206651e-09,"ENSG00000197037"
"518","NEU3",471.043015791798,-0.450194806645524,0.0794231640171426,2.87238874080198e-09,4.43710741221784e-08,"ENSG00000162139"
"519","FOXP4",484.056377246113,-0.449350525637869,0.119173497259655,2.26801837502898e-05,0.000170752821385277,"ENSG00000137166"
"520","TRIM11",222.843884753475,-0.448445045093789,0.0695807927626985,2.45911611531709e-11,5.32618665144888e-10,"ENSG00000154370"
"521","DNAJC14",182.116936853936,-0.448027862357566,0.062249093135415,1.35254097458467e-13,4.06869635863366e-12,"ENSG00000135392"
"522","CMKLR1",816.683491169006,-0.447631773282882,0.149072385166876,0.000287651668900934,0.00168528494854944,"ENSG00000174600"
"523","PATZ1",89.3053276380663,-0.447311325513615,0.0907524324053084,1.5290430864714e-07,1.74382543313411e-06,"ENSG00000100105"
"524","HIBCH",146.700819330429,-0.4472195598997,0.0712007690561242,7.13588370462269e-11,1.44231771224279e-09,"ENSG00000198130"
"525","GFOD1",806.565739411354,-0.447001025836367,0.151785428888604,0.000341270386655055,0.00195816494027173,"ENSG00000145990"
"526","FEM1B",1289.7021926634,-0.446626982103456,0.0717633053787073,1.03129921821128e-10,2.04826377547445e-09,"ENSG00000169018"
"527","COMMD5",471.048183285683,-0.446311574610358,0.0810584183698961,7.35632326673480e-09,1.06071273676479e-07,"ENSG00000170619"
"528","GGA2",1247.42933391802,-0.446002179979847,0.0502259251703578,1.55322071042126e-19,1.01457362976597e-17,"ENSG00000103365"
"529","TRAPPC4",188.550936828025,-0.445919127503698,0.0816162479397142,9.33051713006923e-09,1.31767138276118e-07,"ENSG00000196655"
"530","NDRG1",4894.26087524824,-0.445868607379158,0.0972971851944037,8.037100807549e-07,8.06296373554989e-06,"ENSG00000104419"
"531","DCUN1D2",137.527427237999,-0.445772044180811,0.0784219375938598,2.68837975130296e-09,4.18111124435448e-08,"ENSG00000150401"
"532","TRIM36",405.27691917799,-0.445215651191815,0.142281964765204,0.000199177946332623,0.00121322836700416,"ENSG00000152503"
"533","CDCA4",211.58723931589,-0.444133871611144,0.11296328559056,1.26345748907515e-05,0.000100529394026335,"ENSG00000170779"
"534","OTUB2",52.665210072573,-0.44389316124612,0.138722233008022,0.000161077016580279,0.00100312369647573,"ENSG00000089723"
"535","DOK3",1803.85087577355,-0.443368134131009,0.0889062374220082,1.16855978691551e-07,1.36460193958987e-06,"ENSG00000146094"
"536","DAPK3",259.812883547204,-0.443247562540082,0.077843829792221,2.57754237779806e-09,4.02393869238034e-08,"ENSG00000167657"
"537","TBC1D13",244.115121560293,-0.443133445432928,0.0855244023027024,4.32098562174632e-08,5.46121622561746e-07,"ENSG00000107021"
"538","ZNF134",288.976539761111,-0.442956915081544,0.075245527309524,8.33348729228593e-10,1.41827820120823e-08,"ENSG00000213762"
"539","RANBP6",128.941402288716,-0.442789209818999,0.111501758829773,1.09036823787737e-05,8.79475376815553e-05,"ENSG00000137040"
"540","EMC8",208.90087928269,-0.442296810594679,0.055283083960785,2.89711813447237e-16,1.22656589989513e-14,"ENSG00000131148"
"541","POU2F2",2601.17531947217,-0.442281500049646,0.154164417607774,0.000432436805017061,0.00241526050489442,"ENSG00000028277"
"542","SLFN11",1464.52352502155,-0.441967258397871,0.0843184565162581,3.16663251212363e-08,4.0940438415522e-07,"ENSG00000172716"
"543","SASH3",2820.68831548896,-0.440803002862813,0.0945039740106809,5.64260123080938e-07,5.83721281674881e-06,"ENSG00000122122"
"544","CCM2",721.762991703913,-0.440536450358585,0.0591573394028414,2.22704798576602e-14,7.41484455584491e-13,"ENSG00000136280"
"545","NLRP12",1855.82003223545,-0.440454633170656,0.0771673618736955,2.41838598169006e-09,3.7956300502864e-08,"ENSG00000142405"
"546","MTHFD1L",268.641405730414,-0.440319390646324,0.178787199548602,0.00128872460639979,0.00634069763301817,"ENSG00000120254"
"547","SEC22A",69.7944791578995,-0.439715627713104,0.105913532328971,5.36692087711447e-06,4.6166289284075e-05,"ENSG00000121542"
"548","ZNF629",81.8936407570698,-0.439243332456074,0.1705372590016,0.000969323267144844,0.00492342521470558,"ENSG00000102870"
"549","RARA",4252.73528526353,-0.439224175160825,0.0752798693936094,1.16064702063326e-09,1.92437333574134e-08,"ENSG00000131759"
"550","FBXL18",198.865778434262,-0.43892496258275,0.0903261237735867,2.24607049363589e-07,2.49272634719806e-06,"ENSG00000155034"
"551","SENP7",273.845388790836,-0.437824706991485,0.0930538535789719,4.72938690861751e-07,4.96489107304663e-06,"ENSG00000138468"
"552","SNX11",646.567039558462,-0.436669215964469,0.0935849303105731,5.70973623525557e-07,5.89776770966961e-06,"ENSG00000002919"
"553","BAHD1",444.505361196316,-0.435506452079665,0.0856740126432279,7.4576312249084e-08,9.09592294509278e-07,"ENSG00000140320"
"554","PEX13",183.279673847059,-0.435166139617127,0.0845043336635363,5.30766295594716e-08,6.59483532497396e-07,"ENSG00000162928"
"555","KCTD2",208.094039779397,-0.435161935965873,0.0706632998035565,1.66068155695331e-10,3.20545813469713e-09,"ENSG00000180901"
"556","DNAJC30",59.5406692126298,-0.434326727506301,0.104789020618511,5.64998580339461e-06,4.84190370223438e-05,"ENSG00000176410"
"557","ZNF678",65.5485735788106,-0.434281101018815,0.130681084991776,0.000113338125750141,0.000732196318817868,"ENSG00000181450"
"558","CDK9",1457.47129179527,-0.434200243039042,0.0829896441307819,3.46636800525201e-08,4.44386218542464e-07,"ENSG00000136807"
"559","SLC30A1",695.514898301202,-0.433683874064854,0.101748702348528,3.47680437236241e-06,3.08622634882351e-05,"ENSG00000170385"
"560","MEF2C",508.254450005733,-0.432840562729158,0.106408690399114,7.76570367088351e-06,6.44355250901253e-05,"ENSG00000081189"
"561","ZNF518B",388.340332624622,-0.432686862256535,0.0823589567705993,3.11373596543549e-08,4.02944850470444e-07,"ENSG00000178163"
"562","KIAA0513",2145.46642376775,-0.432660769611514,0.0840908205882097,5.49814254639076e-08,6.82104754559577e-07,"ENSG00000135709"
"563","PTPRO",300.368023291379,-0.432268176373031,0.116685053020589,3.10282397639752e-05,0.000226476431849434,"ENSG00000151490"
"564","ZNF148",1006.06661220464,-0.432254220142482,0.0712760020943237,3.01397861399258e-10,5.53216984491626e-09,"ENSG00000163848"
"565","PAXBP1-AS1",100.797621080516,-0.43203845753484,0.104324470583229,5.78587575558201e-06,4.94599831935419e-05,"ENSG00000238197"
"566","ZSCAN16-AS1",152.713604447826,-0.431507202131045,0.0956930279565589,1.19724035552848e-06,1.16585033390223e-05,"ENSG00000269293"
"567","RRP36",256.262351186698,-0.429539627790977,0.0672428646302117,3.97614949808215e-11,8.33978104714969e-10,"ENSG00000124541"
"568","PRR3",59.9230060840222,-0.428900723255132,0.0905500896282329,4.24238308177119e-07,4.49029188737263e-06,"ENSG00000204576"
"569","ALKBH1",189.16597733938,-0.428782725023648,0.0732683510778165,1.1043291441511e-09,1.8369180654853e-08,"ENSG00000100601"
"570","LENG1",114.497792942354,-0.428334018353249,0.0748551527984735,2.36996058746717e-09,3.73101063869354e-08,"ENSG00000105617"
"571","ZXDC",1674.74537530945,-0.428146054820712,0.0661313249668662,2.28264519815636e-11,4.95963121407236e-10,"ENSG00000070476"
